R02010	RXN-5108
R12516	RXN-19385
R03490	2.4.1.92-RXN
R01608	3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN
R06810	RXN-8263
R10117	RXN-21623
R12514	RXN-19565
R01489	ARYL-ALDEHYDE-OXIDASE-RXN
R07224	RXN-8456
R02661	RXN-17796
R04671	RXN66-25
R11535	RXN-17337
R01922	CARNITINAMIDASE-RXN
R12341	RXN-19817
R00083	LACCASE-RXN
R01541	DEHYDDEOXGALACTKIN-RXN
R13178	RXN-22897
R12513	RXN-20753
R05623	RXN-12900
R01350	TRIACYLGLYCEROL-LIPASE-RXN
R05630	RXN-11347
R00054	RXN-22769
R12251	RXN-20030
R01374	RXN-11193
R00525	N-FORMYLGLUTAMATE-DEFORMYLASE-RXN
R08950	2.5.1.69-RXN
R10559	RXN-7891
R11173	RXN-19319
R11706	RXN-18594
R01736	GLYOXII-RXN
R09156	AMONITRO-RXN
R10473	RXN-13542
R02246	RXN-7693
R10761	RXN-14943
R12178	RXN-15430
R12939	RXN-22440
R01762	3.2.1.55-RXN
R04238	AMINOCYL-TRNA-HYDROLASE-RXN
R01999	RXN-12639
R01055	RXN0-5398
R07939	RXN-13110
R11592	RXN0-724
R04024	2.3.1.118-RXN
R09381	RXN-16077
R11149	RXN-17420
R03158	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN
R05606	MANNONDEHYDRAT-RXN
R12153	RXN-8695
R06076	RXN-18254
R12514	RXN-19564
R05209	RXN-19279
R04068	6.3.4.8-RXN
R01388	RXN-23229
R10468	RXN-14697
R05199	RXN-15185
R10675	CARNDETRU-RXN
R09794	RXN-12388
R01538	GLUCONATE-DEHYDRATASE-RXN
R06459	RXN-15105
R11339	RXN-12095
R00364	GLYCINE-DEHYDROGENASE-CYTOCHROME-RXN
R03852	RXN-22629
R00392	RXN-17784
R05708	1.5.99.12-RXN
R10193	RXN-13434
R01815	RXN-9978
R05305	RXN-19803
R12394	RXN-18542
R11554	RXN-17074
R12695	DARABKIN-RXN
R13179	RXN-22896
R09936	RXN-12886
R05374	4.1.1.77-RXN
R06228	TREHALOSEPHOSPHA-RXN
R01470	3.1.4.2-RXN
R02381	SINAPINE-ESTERASE-RXN
R04520	2.5.1.42-RXN
R09670	RXN-11879
R05223	RXN-19305
R02053	RXN-23569
R09794	RXN-12342
R12917	RXN-22358
R00460	AMINO-ACID-RACEMASE-RXN
R02806	NUCLEOSIDE-DEOXYRIBOSYLTRANSFERASE-RXN
R05397	RXN-10093
R10699	RXN-14930
R10559	RXN-7886
R12669	RXN-14039
R01749	1.1.1.92-RXN
R12980	RXN-22704
R10116	RXN-10659
R04254	RXN-21039
R10870	4.2.2.5-RXN
R07125	RXN0-705
R02661	RXN-14229
R06286	RXN-5285
R09082	RXN-11564
R10440	RXN-14563
R02422	ALLANTOICASE-RXN
R02053	PHOSPHOLIPASE-A2-RXN
R11545	RXN-17348
R00621	2OXOGLUTDECARB-RXN
R09381	RXN-20565
R09736	RXN-9205
R01960	KYNURENINE-3-MONOOXYGENASE-RXN
R10635	RXN-15116
R07737	RXN-18747
R10344	RXN-12357
R07393	R82-RXN
R12914	RXN-12633
R04658	RXN-20790
R01175	RXN-10707
R00068	RXN-3541
R04339	1.5.1.25-RXN
R00137	NICONUCADENYLYLTRAN-RXN
R09399	RXN-8080
R11976	RXN-18884
R09328	RXN-16288
R04247	RXN-21313
R04356	2.3.1.116-RXN
R01676	GUANINE-DEAMINASE-RXN
R11361	RXN-17659
R12626	RXN-8927
R07146	4-OXOPROLINE-REDUCTASE-RXN
R01404	RXN-21640
R07761	RXN-14486
R12013	RXN-19063
R02886	3.2.1.91-RXN
R02837	CORTISOL-O-ACETYLTRANSFERASE-RXN
R07164	1.4.1.21-RXN
R07034	RXN-23471
R01403	RXN-9659
R08717	RXN-23721
R05217	R321-RXN
R06336	RXN1F-170
R06427	RXN-12767
R09475	RXN-9776
R00782	LCYSDESULF-RXN
R01074	6.3.4.11-RXN
R01615	RXN-1106
R04632	RXN-18285
R00518	FORMATE-KINASE-RXN
R07204	RXN-21856
R00994	RXNQT-4171
R10468	RXN-14696
R11030	RXN-23269
R02897	2.4.1.185-RXN
R07761	RXN-13306
R06892	RXN-13129
R00535	RXN66-602
R09978	RXN-12093
R00389	RXN-19193
R03040	3-PROPYLMALATE-SYNTHASE-RXN
R10589	RXN-17715
R05518	RXN-16567
R00307	XYLISOM-RXN
R00080	CATECHOL-OXIDASE-DIMERIZING-RXN
R11964	RXN-18733
R04267	DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN
R00460	RXN-20895
R01560	ADENODEAMIN-RXN
R10200	RXN-11366
R08806	RXN-11221
R00145	TRYPTOPHAN-DEHYDROGENASE-RXN
R09520	NADPH-DEHYDROGENASE-FLAVIN-RXN
R02077	2.6.1.49-RXN
R07210	RXN-15341
R07761	RXN-20347
R04100	RXN-7931
R01918	GSPAMID-RXN
R06249	OLIGOGALACTURONIDE-LYASE-RXN
R03571	APIGENIN-4-O-METHYLTRANSFERASE-RXN
R02164	RXN-14971
R12788	RXN-21081
R10993	RXN-20406
R13005	RXN-22462
R10155	RXN-12661
R07530	RXN1F-152
R02519	HOMOGENTISATE-12-DIOXYGENASE-RXN
R08839	SINAPATE-1-GLUCOSYLTRANSFERASE-RXN
R02442	RXN-7652
R00848	RXN0-5260
R04409	2.3.1.152-RXN
R08932	RXN-17384
R11912	RXN-19089
R03490	RXN-18271
R02683	RXN-22267
R11818	RXN-16835
R03751	RXN-9421
R03266	4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN
R04550	RXN-22482
R08403	PURINE-IMIDAZOLE-RING-CYCLASE-RXN
R05429	RXN-10092
R12676	RXN-10751
R11335	RXN-17801
R01110	1.8.4.1-RXN
R12309	RXN-19821
R00215	1.1.1.83-RXN
R01487	RXN-16953
R09697	RXN-9998
R07153	DEHYDROGLUCONATE-DEHYDROGENASE-RXN
R04507	RXN-21342
R07760	RXN-16155
R04254	RXN-21038
R08195	4.1.2.42-RXN
R02751	RXN-14523
R07445	RXN-715
R04187	2.6.1.18-RXN
R11894	RXN-14228
R06282	RXN-11902
R01010	RXN-14473
R12766	RXN-21149
R11173	RXN-19324
R00034	RXN-19243
R00182	AMP-NUCLEOSID-RXN
R02391	RXN-18345
R02780	TRANS-RXN-168
R07204	1.14.13.96-RXN
R07039	RXN-14947
R09533	RXN-14062
R00106	NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN
R05391	RXN-10109
R01021	RXN-23339
R02054	PHOSPHOLIPASE-A1-RXN
R03156	1.1.99.27-RXN
R10436	RXN-21887
R00026	RXN-21055
R09380	RXN-20564
R05973	RXN-5462
R04268	3.5.1.88-RXN
R06525	RXN-14250
R10698	RXN8J2-137
R10117	RXN-21656
R12416	RXN-8331
R02668	KYNURENINASE-RXN
R01009	RXN-16602
R11891	RXN-11832
R02184	POLYPHOSPHATE-KINASE-RXN
R05747	RXN-982
R04988	RXN-9225
R06228	RXN1G-1436
R08527	RXN-20581
R01462	RXN-15133
R12262	RXN-13810
R01829	RXN-19916
R09832	RXN-11396
R00206	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
R00829	RXN-3641
R00095	1.6.5.4-RXN
R01270	NMNNUCLEOSID-RXN
R00975	DIHYDROURACIL-OXIDASE-RXN
R07759	RXN-20376
R02863	THIAMIN-PYRIDINYLASE-RXN
R03523	HALOALKANE-DEHALOGENASE-RXN
R10556	RXN-8948
R04053	4.1.1.82-RXN
R09966	RXN-12982
R10270	RXN-13609
R00900	COA-GLUTATHIONE-REDUCTASE-NADPH-RXN
R05805	R302-RXN
R11602	RXN-18495
R02745	3.3.2.2-RXN
R03863	RXN-23488
R11204	RXN-16286
R05834	RXN-4523
R11506	RXN-17450
R04102	R422-RXN
R07668	RXN-22564
R07057	RXN-8497
R02188	2.7.4.17-RXN
R12622	RXN-8925
R04948	LINAMARIN-SYNTHASE-RXN
R01324	RXN-14047
R05421	RXN-8746
R12319	RXN-20073
R02927	RXN-18478
R12255	RXN-7568
R05105	RXN-18303
R01175	RXN-12518
R00873	FRUCTOSE-5-DEHYDROGENASE-RXN
R02897	RXN-5381
R00694	ASPAMINOTRANS-RXN
R07034	RXN-23469
R08871	RXN-10837
R05316	OHBENZCOARED-RXN
R05118	3.1.1.75-RXN
R04781	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
R07002	RXN-19600
R12236	RXN1G-1130
R04100	RXN-18752
R09474	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
R12747	RXN-20670
R11853	RXN-18978
R11632	LCARNCOALIG-RXN
R05305	RXN-11245
R01175	RXN-15977
R12677	RXN-21429
R01722	NICOTINATE-GLUCOSYLTRANSFERASE-RXN
R03479	2.7.1.134-RXN
R12780	RXN-16906
R07143	RXN-7971
R01496	RXN-20364
R05618	RXN-7738
R05807	4.99.1.3-RXN
R12416	RXN-12755
R07668	RXN-22571
R01229	GUANPRIBOSYLTRAN-RXN
R00559	ARGININE-2-MONOOXYGENASE-RXN
R10716	RXN-11633
R05444	RXN-17580
R09489	RXN0-6259
R00134	FORMATE-DEHYDROGENASE-NADP+-RXN
R12552	RXN-14994
R02823	METHANE-MONOOXYGENASE-RXN
R13005	RXN-22479
R02014	RXN-21265
R11506	RXN-17436
R07760	RXN-13305
R12778	RXN-20185
R08964	RXN-10973
R09067	RXN-7674
R07910	2.3.1.172-RXN
R11269	RXN-13127
R09797	RXN0-5329
R13010	GLUCOSIDE-3-DEHYDROGENASE-RXN
R01080	RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
R12105	RXN-17402
R04630	RXN-18290
R09304	RXN-15205
R01511	3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN
R10658	RXN-22283
R06541	RXN-9724
R01503	RXN-23273
R11171	RXN-15168
R10785	RXN-15615
R10733	RXN-12493
R00782	RXN-19583
R00103	RXN-14139
R02822	RXN-12140
R09881	RXN-10774
R01146	RXN-11332
R00827	CATECHOL-O-METHYLTRANSFERASE-RXN
R12992	12-OXOPHYTODIENOATE-REDUCTASE-RXN
R07808	3.1.6.14-RXN
R05391	RXN-9861
R00078	RXN0-1483
R12479	RXN-18931
R07759	RXN-17109
R12933	DETHIOBIOTIN-SYN-RXN
R08549	2-KETO-ADIPATE-DEHYDROG-RXN
R05189	RXN-18052
R12673	RXN-21359
R13130	RXN-23585
R05521	RXN-12925
R04425	4.2.1.99-RXN
R01403	RXN-21672
R08809	RXN-11225
R02472	RXN-22913
R06772	RXN-14546
R10137	RXN-6380
R10757	RXN-11047
R02226	STREPTOMYCIN-3-ADENYLYLTRANSFERASE-RXN
R09254	2.6.1.58-RXN
R07013	RXN-19352
R02164	RXN-21393
R00694	TRYPTOPHAN-AMINOTRANSFERASE-RXN
R08661	RXNQT-4327
R03032	ARABINONATE-DEHYDRATASE-RXN
R02768	RXN0-2141
R03566	RXN-10128
R12382	RXN-14979
R03030	4.3.1.14-RXN
R10464	RXN-23126
R01506	1.13.11.28-RXN
R00307	RXN-22739
R00354	RXN-7929
R04112	RXN-14267
R01626	RXN-20481
R06068	RXN-11627
R05137	RXNN-386
R03362	1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN
R04491	PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN
R03610	RXN-18233
R02797	RXN-17388
R03875	RXN-20599
R02683	RXN-22271
R01895	RIBITOL-2-DEHYDROGENASE-RXN
R12494	RXN-17562
R02160	RXN-17679
R12502	RXN-20931
R03232	RXN-15154
R11825	RXN-18787
R09659	RXN-12411
R12951	RXN-22461
R02564	CYCLAMATE-SULFOHYDROLASE-RXN
R09939	RXN-11456
R11181	RXN-3944
R09536	RXN-10756
R07678	RXN4FS-12
R01108	1.8.5.1-RXN
R02325	RXN-14118
R00821	O-PYROCATECHUATE-DECARBOXYLASE-RXN
R03269	P-PANTOCYSDECARB-RXN
R01496	RXN-20392
R11592	RIBONUCLEOSIDE-TRIP-REDUCT-RXN
R09999	RXN-8100
R09282	RXN-8965
R02793	RXN-21346
R04729	RXN-9845
R04037	HISTCYCLOHYD-RXN
R12080	RXN-11077
R12366	RXN-20441
R03880	2.4.1.159-RXN
R11960	RXN-18512
R00997	4.1.99.4-RXN
R07034	RXN-23506
R05687	RXN-14532
R04709	2.3.1.151-RXN
R05164	2.4.1.208-RXN
R07151	HYDROXYPHYTANATE-OXIDASE-RXN
R10859	RXN-15878
R09610	RXN-11906
R00806	RXN-6222
R10053	RXN-13689
R02462	LONG-CHAIN-ALCOHOL-DEHYDROGENASE-RXN
R07198	RXN-14069
R08665	RXNQT-4312
R07774	RXN-8766
R01568	ADP--THYMIDINE-KINASE-RXN
R02928	GALACTITOL-2-DEHYDROGENASE-RXN
R08587	RXN-9780
R09825	RXN-18319
R05666	RXN-23323
R06690	RXN-14829
R11019	RXN-23857
R06259	RXN-5467
R12507	RXN-15650
R11730	RXN-14713
R12243	RXN-19624
R12657	RXN-9229
R12200	RXN-20916
R10391	RXN-22592
R00628	DIGLUCODIACETYL-DOCOSANOATE-LYSIS-RXN
R00418	UDPGLUCEPIM-RXN
R08499	RXN-12961
R11744	RXN-8815
R09825	RXN-15376
R02964	NQOR-RXN
R00965	OROTPDECARB-RXN
R10255	RXN-9996
R03148	2.7.1.62-RXN
R01273	RXN0-361
R07759	RXN-20380
R01488	RXN-19387
R00311	HEME-OXYGENASE-DECYCLIZING-RXN
R02388	ARYLAMINE-GLUCOSYLTRANSFERASE-RXN
R11894	RXN-22499
R00389	RXN-13614
R10116	RXN-10655
R03716	CHLORDECONE-REDUCTASE-RXN
R02672	HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN
R00054	RXN-22771
R10770	RXN-12702
R07758	RXN-7697
R08584	RXN-8378
R02692	2.3.1.73-RXN
R01185	RXN0-5408
R04571	RXN-22837
R01404	RXN-21689
R01768	RXN-8752
R02543	SPHINGOSINE-N-ACYLTRANSFERASE-RXN
R02789	RXN-18307
R00320	ACETATE-KINASE-PYROPHOSPHATE-RXN
R07824	RXN-23836
R05742	1.14.99.35-RXN
R02138	DOLICHOL-O-ACYLTRANSFERASE-RXN
R01216	RXN-15635
R05706	RXN-12444
R03751	RXN-9436
R01033	2-CHLOROBENZOATE-12-DIOXYGENASE-RXN
R12200	RXN0-1842
R12221	RXN-19879
R00540	3.5.5.1-RXN
R04179	2.7.8.19-RXN
R11401	RXN-17128
R02755	DIAMINOPIMELATE-DEHYDROGENASE-RXN
R02415	1.1.99.25-RXN
R08966	RXN-14400
R03607	VIOMYCIN-KINASE-RXN
R10648	RXN-14570
R00713	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
R03699	2.7.1.143-RXN
R07247	RXN-11747
R01294	BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN
R03703	RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN
R11810	RXN-18616
R00460	ARGININE-RACEMASE-RXN
R01465	RXN-14249
R06977	R101-RXN
R03966	RXN-10245
R01252	1.14.11.2-RXN
R11140	RXN-15697
R09515	RXN-9830
R11486	RXN-17950
R10161	RXN-8568
R09071	RXN-7679
R09076	POLYAMINE-OXIDASE-RXN
R11875	RXN-5921
R02531	RXN-22816
R02111	RXN-14285
R09655	RXN-11354
R08620	RXNQT-4173
R07538	RXN-11653
R08527	RXN-20580
R08924	PROPIONYL-COA-CARBOXY-RXN
R04076	RXN-15172
R02574	DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN
R09380	RXN-1381
R00034	RXN-20897
R05305	RXN-21760
R11494	RXN-13852
R11792	RXN-11428
R03886	OMEGA-HYDROXYDECANOATE-DEHYDROGENASE-RXN
R07215	RXN-4209
R03863	15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN
R01351	RXN-18935
R09588	RXN-11298
R00782	HOMOSERDEAM-RXN
R01425	ACYLAGMATINE-AMIDASE-RXN
R07215	RXN-16378
R00612	N6-METHYL-LYSINE-OXIDASE-RXN
R12673	RXN-21363
R10287	RXN-13649
R00595	RXN-11856
R00727	RXN-8988
R03143	2.7.7.37-RXN
R06690	RXN-16479
R11701	RXN-18530
R10497	RXN-14550
R12236	RXN1G-1057
R05075	RXN2G6Z-5
R03491	RXN1P3V-74
R00028	RXN-15910
R03438	RXN-16157
R03966	RXN-8529
R00352	ATP-CITRATE-PRO-S--LYASE-RXN
R10485	RXN-8947
R02933	RXN-8783
R00145	LYSINE-DEHYDROGENASE-RXN
R11741	RXN-18347
R12096	RXN-18797
R12361	RXN-20116
R01013	RXN-15044
R11950	RXN-18494
R12571	RXN-20687
R01983	GALACTUROISOM-RXN
R07759	RXN-20337
R00733	RXN-5682
R02683	RXN-23487
R00188	RXN-16009
R11216	2.1.1.124-RXN
R04328	RXN-13188
R09587	RXN-11240
R04519	RXN-16650
R10249	RXN-9245
R05070	DIHYDROXYISOVALDEHYDRAT-RXN
R07867	RXN-8496
R00535	RXN-20214
R00390	RXN-21449
R09644	RXN-11277
R03916	RXN-23014
R01706	RXN-21706
R02186	2.7.4.20-RXN
R00114	GLUTAMATESYN-RXN
R00251	5-OXOPROLINASE-ATP-HYDROLYSING-RXN
R00238	RXN-14803
R04267	GMKALT-RXN
R05594	OAHTHAUERA-RXN
R01281	RXN-20396
R03761	ASPARAGUSATE-REDUCTASE-NADH-RXN
R03013	HISTIDPHOS-RXN
R02531	RXN-22516
R01381	2.7.7.44-RXN
R00871	FRUCTOSE-5-DEHYDROGENASE-NADP+-RXN
R13026	RXN-22787
R11492	RXN-12021
R01021	CHOLINE-KINASE-RXN
R01166	3.4.13.18-RXN
R05717	RXN-12721
R10045	RXN-13324
R07786	RXN-774
R09620	RXN-10005
R07248	RXN1G-874
R01931	RXN0-6359
R05910	2.4.1.102-RXN
R00615	ATPASE-RXN
R03964	RXN-13150
R10472	RXN-13550
R11173	RXN-8770
R05793	3.1.1.74-RXN
R08969	RXN-15211
R00857	RXN-14160
R00976	URACIL-DEHYDROGENASE-RXN
R06960	RXN-12495
R00238	ACETYL-COA-ACETYLTRANSFER-RXN
R12112	RXN-19599
R05397	RXN-9879
R12416	RXN-8321
R04424	2-METHYLCITRATE-DEHYDRATASE-RXN
R11260	RXN-12181
R11560	RXN-17879
R01680	RXN-22804
R03063	CEPHALOSPORIN-C-TRANSAMINASE-RXN
R10942	RXN-16991
R11689	RXN-19905
R02687	RXN-21399
R06746	RXN-19065
R02768	RXN-9527
R03692	DIHYDROCOUMARIN-LIPASE-RXN
R05758	4.3.1.16-RXN
R05125	RXN-8150
R09925	RXN-12967
R10664	RXN-15230
R08537	RXN-6461
R03132	SULFOCYS-RXN
R00584	2.7.1.80-RXN
R00550	RIBOFLAVIN-PHOSPHOTRANSFERASE-RXN
R09725	RXN-11483
R04523	RXN-19391
R06826	RXN-7760
R04213	TYROSINE-ESTER-SULFOTRANSFERASE-RXN
R12377	RXN-19720
R09756	RXN-9489
R05421	ARYLDIALKYLPHOSPHATASE-RXN
R04809	RXN-9847
R00999	CYSPH-RXN
R11229	RXN-16732
R08922	1.14.13.103-RXN
R11108	RXN-17168
R12626	RXN-21144
R01936	RXN-7970
R07311	RXN-624
R12587	RXN-7703
R00034	RXN-19246
R10323	RXN-14313
R04328	1.1.1.170-RXN
R11518	RXN-17426
R01073	PRTRANS-RXN
R03495	RXN-22304
R12200	RXN-20918
R07264	2.4.1.230-RXN
R12529	RXN-20951
R09749	RXN-12450
R09570	RXN-10842
R12951	RXN-22478
R00054	ORSELLINATE-DEPSIDE-HYDROLASE-RXN
R09246	RXN-11485
R05146	RXN2DNV-6
R00017	CYTOCHROME-C-PEROXIDASE-RXN
R04671	RXN-4286
R00998	2-ETHYLMALATE-SYNTHASE-RXN
R04421	2.1.1.105-RXN
R04127	HYDROXYDOCOSANOATE-TRANS-RXN
R01031	ALADEHYDCHLORO-RXN
R02938	PENTANAMIDASE-RXN
R01383	RXN66-162
R09470	RXN-16404
R11859	RXN-18983
R08964	RXN-10972
R09478	RXN-9009
R04286	4.2.3.12-RXN
R03697	RXN66-600
R01624	RXN-10060
R11774	RXN-18561
R02436	RXN-14574
R06801	2.3.1.171-RXN
R12366	RXN-11959
R08385	RETINAL-DEHYDROGENASE-RXN
R00470	4OH2OXOGLUTARALDOL-RXN
R04617	RXN-22608
R05640	RXN-13707
R09970	RXN-8546
R05355	MALEYLACETATE-REDUCTASE-RXN
R11089	RXN-15699
R00337	GDP-GLUCOSIDASE-RXN
R05618	RXN-8357
R08034	RXN0-4141
R07503	RXN-2543
R09814	RXN-13400
R03123	RXN-600
R12096	RXN-11952
R00994	RXNQT-4178
R05850	RIBULPEPIM-RXN
R10408	RXN-14730
R05429	DIOXYXANFL-RXN
R08916	RXN-9290
R11897	RXN-8805
R03779	RXN-18369
R08527	RXN-23007
R11792	RXN-11431
R08993	RXN-10627
R11744	RXN-8833
R12925	RXN0-2945
R08787	RXN-8700
R00670	ORNDECARBOX-RXN
R10896	RXN-15705
R05391	RXN-9867
R03220	RXN0-1461
R12416	RXN-8361
R01277	1.2.1.42-RXN
R09541	RXN0-7313
R01777	HOMSUCTRAN-RXN
R12777	RXN-19450
R11562	RXN-17632
R02620	RXN-17107
R03613	DIPHTINE--AMMONIA-LIGASE-RXN
R02256	CINNAMATE-GLUCOSYLTRANSFERASE-RXN
R03158	RXN-6384
R03748	RXN-12741
R02432	2.7.7.46-RXN
R03697	RXN66-596
R01706	RXN-9550
R05630	RXN-11028
R11887	RXNQT-4331
R03962	RXN-7224
R06014	2.4.1.138-RXN
R06076	RXN-18260
R09055	RXN-8787
R05578	GLURS-RXN
R12285	RXN-19166
R04600	STIZOLOBINATE-SYNTHASE-RXN
R10456	RXN-14419
R10841	URONATE-DEHYDROGENASE-RXN
R10793	RXN-15673
R01680	RXN-22806
R05688	DXPREDISOM-RXN
R07300	ACETYLSPERMIDINE-DEACETYLASE-RXN
R01175	RXN-14789
R02441	1.1.1.13-RXN
R07363	R146-RXN
R10090	RXN-13054
R01533	DIISOPROPYL-FLUOROPHOSPHATASE-RXN
R12610	RXN-20935
R03566	RXN-10127
R01868	RXN0-6491
R03734	THYROXINE-DEIODINASE-RXN
R06809	2.8.2.28-RXN
R06228	RXN1G-1439
R09550	RXN-11283
R02361	RXN-11461
R04597	1.13.11.25-RXN
R00885	2.7.7.13-RXN
R02000	RXN-12365
R12726	RXN-23091
R08363	RXN0-747
R03035	PANTEPADENYLYLTRAN-RXN
R09567	RXN-10845
R00390	RXN-9623
R01760	BETA-L-ARABINOSIDASE-RXN
R09798	RXN-9508
R00487	ASPARTATE-N-ACETYLTRANSFERASE-RXN
R03111	2.1.1.110-RXN
R03224	RXN-14266
R07654	RXN-18985
R00389	RXN-21777
R11525	RXN-17967
R05158	1.14.13.61-RXN
R11485	FLAVONADPREDUCT-RXN
R02738	TRANS-RXN0-540
R01388	HYDROXYPYRUVATE-REDUCTASE-RXN
R09850	RXN-11626
R01690	5-ACYLPHOSPHOADENOSINE-HYDROLASE-RXN
R07445	RXN-22834
R09382	TRNA-CYTIDYLYLTRANSFERASE-RXN
R10494	RXN-14343
R05788	RXN-13693
R03380	PROCOLLAGEN-GALACTOSYLTRANSFERASE-RXN
R09845	RXN-11698
R09063	RXN-17441
R06746	RXN-15779
R01909	PYRAMKIN-RXN
R03875	RXN-20598
R01926	RXN-20648
R09951	RXN-14148
R05652	TAURINE-AMINOTRANSFERASE-RXN
R00628	RXN-13890
R08870	RXN-10829
R01624	RXN66-624
R04567	RXN-22244
R00025	2-NITROPROPANE-DIOXYGENASE-RXN
R04657	RXN2B4Q-53
R05152	RXN-641
R11887	RXNQT-4333
R04328	RXN66-19
R00848	RXN-21405
R03434	RXN-17489
R08846	4.3.1.22-RXN
R01624	RXN66-628
R08956	RXN-9028
R09234	RXN-8821
R00421	1.1.1.136-RXN
R12257	RXN-18577
R12609	RXN-20937
R03459	RIBOFLAVINSYNDEAM-RXN
R01461	RXN-20230
R09974	RXN-8563
R02471	PANTOATE-4-DEHYDROGENASE-RXN
R03794	MANDELATE-4-MONOOXYGENASE-RXN
R00406	RXN-8964
R00489	GLUTDECARBOX-RXN
R00238	RXN-20153
R05305	RXN-17790
R03720	RXN-9852
R03812	HYOSCYAMINE-6-DIOXYGENASE-RXN
R10335	RXN-15418
R08856	GLCNACPTRANS-RXN
R00161	RXN-18511
R05788	RXN-13695
R05764	2.1.1.145-RXN
R07309	RXN-6263
R12236	RXN1G-337
R08997	RXN-8383
R01596	RXN-23505
R04478	RXN-2463
R12010	RXN-19012
R07395	3.1.3.77-RXN
R05074	RXN2B4Q-55
R08166	RXN-9310
R00390	RXN-19960
R11154	RXN-15866
R02548	+-NEOMENTHOL-DEHYDROGENASE-RXN
R10117	RXN-9634
R11791	RXN-18147
R02535	DOPAMINE-BETA-MONOOXYGENASE-RXN
R06303	RXN-8512
R05666	RXN-18390
R04420	5.3.1.23-RXN
R07034	RXN-23028
R12793	RXN-19811
R00273	OXALATE-OXIDASE-RXN
R09989	RXN-13030
R00392	LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN
R01449	RXN-15723
R06531	RXN-8626
R11626	RXN-8059
R12766	RXN-19468
R00143	HYDROXYLAMINE-REDUCTASE-RXN
R09675	2.7.8.25-RXN
R09663	RXN-12038
R11361	RXN-17649
R04950	RXN-13678
R03826	DTDP-GALACTOSE-6-DEHYDROGENASE-RXN
R07002	RXN-22552
R10688	3.4.17.21-RXN
R07290	RXN-19490
R05608	GALACTARDEHYDRA-RXN
R06770	RXN-23164
R05223	COBALAMIN5PSYN-RXN
R01535	2.7.8.6-RXN
R01624	RXN66-640
R09905	RXN-12757
R02964	RXN1YI0-16
R01295	BENZOATE-4-MONOOXYGENASE-RXN
R11135	RXN-13344
R06059	RXN-15518
R09736	RXN-14177
R02325	DCTP-DEAM-RXN
R02672	BENZOYLFORMATE-DECARBOXYLASE-RXN
R00995	OXALODECARB-RXN
R03438	RXN-15066
R02053	RXN-15068
R12366	RXN-20434
R10185	RXN-17957
R12236	RXN1G-37
R04412	VOMIFOLIOL-4-DEHYDROGENASE-RXN
R01409	HYDROXYMANDELONITRILE-LYASE-RXN
R10186	RXN-17955
R12981	RXN-22823
R11426	RXN-17721
R09381	RXN-17008
R04085	RXN-13681
R07935	RXN-14805
R12966	RXN-22821
R09548	RXN-19749
R02218	RXN-21980
R07654	RXN-12223
R00563	RXN-23848
R09121	RXN-7788
R03552	HISTONE-ACETYLTRANSFERASE-RXN
R00574	CYTIDYLATE-CYCLASE-RXN
R09947	RXN-12894
R09059	RXN-17478
R12380	RXN-17202
R06361	RXN-8809
R10840	RXN-15247
R12997	RXN-22962
R09899	RXN-12834
R01923	RXN-18373
R03048	RXN-12551
R07761	RXN-12997
R13110	RXN-23372
R03123	RXN-7784
R00414	UDPGLCNACEPIM-RXN
R09767	RXN-16750
R06245	RXN-15709
R05809	2.1.1.131-RXN
R03208	RXN-10469
R10002	RXN0-6575
R04495	RXN-19001
R04451	2.4.1.39-RXN
R01166	RXN-19944
R12931	RXN-22425
R00704	DLACTDEHYDROGNAD-RXN
R03224	RXN-17475
R00460	5.1.1.18-RXN
R09729	RXN-10030
R02190	3.5.1.77-RXN
R09514	RXN-11186
R10530	RXN-14633
R03665	VALINE--TRNA-LIGASE-RXN
R00289	2.7.7.64-RXN
R09665	RXN-12028
R00634	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
R04370	1.1.1.217-RXN
R03755	RXN-19427
R03246	PYROGALLOL-12-OXYGENASE-RXN
R12105	BADEL6OXRED-RXN
R05804	RXN-12545
R09337	RXN-14865
R04365	TETHYDPICSUCC-RXN
R05391	RXN-9886
R01795	RXN-13907
R00827	RXN-10870
R02090	RXN-22498
R07737	RXN-4504
R01680	RXN-22810
