R01682	CYSTAUR-RXN
R09292	RXN-8958
R12669	RXN-12814
R12729	RXN-19485
R02822	RXN-23497
R09295	RXN-22953
R12487	RXN-19883
R06804	2.4.1.239-RXN
R09748	RXN-8506
R01383	UDP-GLUCURONOSYLTRANSFERASE-RXN
R00145	ALANINE-DEHYDROGENASE-RXN
R01626	MALONYL-COA-ACP-TRANSACYL-RXN
R09331	RXN-14853
R03434	RXN-7303
R00402	FUMARATE-REDUCTASE-NADH-RXN
R03647	6.1.1.23-RXN
R04112	RXN-22613
R10585	RXN-13338
R08727	RXN-7980
R00901	CYSTEINE-LYASE-RXN
R00714	SUCCSEMIALDDEHYDROG-RXN
R06223	RXN-13162
R09888	RXN-12823
R10951	2.7.1.150-RXN
R07002	RXN-19610
R11660	RXN-18080
R05444	RXN-17588
R03162	RXN-19379
R08543	RXN-9475
R09685	RXN-10630
R05075	RXN-22489
R03177	1.2.1.54-RXN
R00418	UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN
R12942	RXN-22491
R07610	2.4.1.244-RXN
R00685	AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN
R04781	RXN-10381
R05075	RXN2B4Q-58
R12500	RXN-12104
R12801	RXN-21240
R08727	RXN-7981
R06280	CEREBROSIDE-SULFATASE-RXN
R02203	RXN-19250
R09775	RXN-15002
R05229	1.14.11.26-RXN
R03827	RXN-14422
R02822	RXN-17589
R01837	RXN-12693
R02246	ALCOHOL-DEHYDROG-RXN
R12522	RXN-21132
R10925	RXN-11770
R12942	RXN-22492
R07514	R162-RXN
R03612	CETRAXATE-BENZYLESTERASE-RXN
R04091	RXN-7461
R01837	RXN-12694
R05666	TOLUENE-4-MONOOXYGENASE-RXN
R01806	2.3.1.44-RXN
R02445	RXN-7686
R03974	RXN-14289
R01807	2.3.1.45-RXN
R08174	RXN-9628
R12236	RXN1G-210
R03224	RXN-21781
R12969	RXN-4764
R05647	RXN0-4361
R11145	RXN-17412
R02265	PROSTAGLANDIN-E-SYNTHASE-RXN
R10511	RXN-14746
R03875	RXN-20619
R11024	RXN-18660
R11164	RXN-20709
R10511	RXN-14744
R04076	RXN-15176
R10191	RXN-13856
R06786	MHPHYDROXY-RXN
R00034	RXN-19247
R09789	RXN-10637
R03313	GLUTSEMIALDEHYDROG-RXN
R00198	1.1.2.5-RXN
R02404	SUCCCOASYN-RXN
R02941	1.2.1.65-RXN
R01383	RXN-10784
R11256	3.2.1.141-RXN
R08559	RXN0-17
R05069	2-ACETOLACTATE-MUTASE-RXN
R03891	RXN-10137
R11547	RXN-17898
R02665	1.13.11.6-RXN
R02691	RXN-16027
R09552	RXN-21246
R12058	RXN-18939
R01829	RXN-8631
R07233	RXN-11573
R00238	RXN-14277
R06447	RXN-8999
R04710	TDCEACT-RXN
R04236	PROPANEDIOL-PHOSPHATE-DEHYDROGENASE-RXN
R03434	RXN-7246
R04189	SUCCARGDIHYDRO-RXN
R10433	RXN-14557
R02428	RXN-19753
R00264	RXN-4142
R00297	D-2-HYDROXY-ACID-DEHYDROGENASE-RXN
R04328	RXN-11929
R09902	RXN-12838
R02254	TRANS-CINNAMATE-2-MONOOXYGENASE-RXN
R05359	R608-RXN
R01928	2.4.1.45-RXN
R10115	RXN1G-445
R04275	2.7.11.6-RXN
R11943	RXN-18521
R12150	RXN-19261
R06545	RXN-13959
R01309	LYSOPHOSPHOLIPASE-RXN
R02053	RXN-23519
R00300	ALDOSE-1-DEHYDROGENASE-RXN
R10847	RXN-15902
R07365	1.13.11.55-RXN
R03423	RXN-14091
R12984	RXN-22635
R00454	LYSACET-RXN
R07668	RXN-22573
R00238	RXN-21786
R03550	GALLATE-DIOXYGENASE-RXN
R01098	GALACTOSE-OXIDASE-RXN
R00191	RXN0-5038
R07935	RXN-14276
R05837	RXN-13179
R02560	RXN-19619
R06537	RXN-13192
R01481	RXN-12299
R12258	RXN-19635
R07849	RXN-10648
R02376	PROPANEDIOL-DEHYDRATASE-RXN
R11597	RXN-18099
R00994	RXNQT-4165
R05752	1.20.99.1-RXN
R03917	RXN-9137
R05627	UNDECAPRENYL-DIPHOSPHATASE-RXN
R00264	RXN-16655
R12276	RXN-19646
R11975	RXN-15385
R03697	RXN66-589
R00600	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
R12092	RXN-18665
R03367	RXN-801
R01169	RXN-14438
R01025	RXN0-7230
R08907	RXN-13214
R02768	RXN-21629
R09733	RXN-11788
R09400	RXN-20714
R00540	RXN-17607
R02374	RXN-18800
R03017	MONOTERPENOL-O-ACETYLTRANSFERASE-RXN
R04507	CHOLATE--COA-LIGASE-RXN
R10731	RXN-15398
R10298	RXN-13970
R01833	RXN-12713
R04386	RXN0-5055
R08174	RXN-9666
R12467	RXN-20241
R03323	2.3.1.92-RXN
R06298	RXN-4861
R10324	GLYCERALDEHYDE-DEHYDRO-RXN
R03358	OCTOPAMINE-DEHYDRATASE-RXN
R00390	RXN0-7248
R10331	RXN-16518
R05032	RXN-8976
R10993	RXN-20400
R11477	RXN-17619
R11948	RXN-18677
R11931	RXN-18520
R05788	3.2.1.149-RXN
R04371	HOMOACONITATE-HYDRATASE-RXN
R12932	RXN-22523
R07279	MYO-INOSITOL-1-KINASE-RXN
R02053	RXN-23518
R13130	RXN-23649
R10282	RXN-13641
R01028	CHOLINE-SULFATASE-RXN
R12593	GLYCERYL-ETHER-MONOOXYGENASE-RXN
R10846	RXN-15901
R07651	3.4.13.22-RXN
R03143	RXN-7401
R11064	RXN-16296
R03753	RXN-16034
R00804	SUGAR-PHOSPHATASE-RXN
R03244	LXULRU5P-RXN
R02260	RXN-8639
R10317	RXN-9482
R03797	2.4.1.115-RXN
R02000	RUBREDOXIN--NAD+-REDUCTASE-RXN
R11458	RXN-18214
R05148	1.14.12.15-RXN
R12416	RXN-16149
R13121	RXN-18225
R02683	RXN-21137
R03862	RXN-17888
R01097	GALACTOSE-1-DEHYDROGENASE-NADP+-RXN
R01757	RXN-8774
R12912	RXN-21732
R07227	1.21.4.3-RXN
R11792	RXN-11664
R00774	UREA-CARBOXYLASE-RXN
R09470	RXN-17744
R03549	PROTOCATECHUATE-34-DIOXYGENASE-RXN
R00863	RXN-19770
R08212	RXN-13178
R07564	RXN-8185
R01026	ACETYLCHOLINESTERASE-RXN
R04011	D-GLUTAMYLTRANSFERASE-RXN
R10469	RXN-13866
R12148	RXN-22664
R04920	RXN-17731
R04100	RXN-14777
R07445	RXN-4230
R08576	RXN-10718
R05965	2.4.1.88-RXN
R12032	RXN-19634
R01762	RXN-19758
R12416	RXN-8325
R05209	RXN-19278
R08174	RXN-16395
R06138	ALLANTOATE-DEIMINASE-RXN
R11733	RXN-18098
R00366	D-AMINO-ACID-OXIDASE-RXN
R11775	RXN-18553
R09908	RXN-12843
R08537	RXN-19909
R07849	RXN-10649
R11528	RXN-21566
R02828	RXN-7567
R05626	UNDECAPRENOL-KINASE-RXN
R03123	DIHYDROKAEMPFEROL-4-REDUCTASE-RXN
R03780	MACROLIDE-2-KINASE-RXN
R11124	RXN-15688
R07257	2.4.1.54-RXN
R09973	RXN-12976
R05641	RXN-22207
R01061	GAPDHSYNEC-RXN
R03232	RXN-15084
R12076	RXN-19266
R03271	SYM-NORSPERMIDINE-SYNTHASE-RXN
R07652	RXN-12321
R02246	RXN-13198
R07574	RXN-10673
R00476	RXN0-7229
R03129	ALGINATE-SYNTHASE-RXN
R03150	2.7.11.18-RXN
R05276	1.3.1.63-RXN
R08363	RXN0-722
R11599	RXN-18119
R10401	RXN-9493
R12636	RXN-21285
R01624	RXN66-621
R00508	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
R10689	RXN-22640
R10957	RXN-15404
R02996	ARYLSULFATE-SULFOTRANSFERASE-RXN
R10473	RXN-14454
R03098	RXN-16756
R04418	CHMS-DEHYDROGENASE-RXN
R02514	1.14.13.18-RXN
R07136	R230-RXN
R00238	RXN-12710
R12907	RXN-22528
R04872	1.21.3.1-RXN
R03518	CHONDRO-6-SULFATASE-RXN
R06826	RXN-9699
R03075	2.3.1.91-RXN
R06214	2.4.1.123-RXN
R06186	RXN-7710
R08527	RXN66-503
R07516	RXN-19138
R05641	RXN-22196
R00615	RXN0-5462
R02359	URETHANASE-RXN
R11581	RXN-21601
R09849	RXN-12304
R11507	RXN-17430
R04173	PSERTRANSAMPYR-RXN
R12451	RXN-20742
R01403	RXN-10657
R04435	N-ACETYLNEURAMINATE-SYNTHASE-RXN
R00597	RXN-14517
R01415	1.3.1.2-RXN
R12777	RXN-23311
R08157	3.1.2.21-RXN
R02111	RXN-12171
R09571	RXN-18838
R01481	RXN-12484
R01433	3.2.1.37-RXN
R12635	RXN-21270
R01370	RXN-10816
R07063	RXN-16065
R02463	2-HEXADECENAL-REDUCTASE-RXN
R04423	RXN-18242
R10296	RXN-14442
R12367	RXN-18956
R09470	RXN-16408
R12148	RXN-16463
R07513	RXN-8222
R11332	RXN-17772
R03143	RXN-7381
R05092	4.2.3.19-RXN
R11774	RXN-18565
R12236	RXN1G-607
R01430	D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN
R00806	SUCROSE-SYNTHASE-RXN
R00034	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN
R10256	RXN-13975
R10308	RXN-11968
R04590	2.4.99.4-RXN
R04039	1.8.4.7-RXN
R10117	RXN-21646
R12003	RXN-19294
R10317	RXN-9481
R00026	RXN-9674
R08220	RETINYL-PALMITATE-ESTERASE-RXN
R08370	RXN-8550
R06053	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
R07236	RXN-14918
R00743	MALONATE-COA-TRANSFERASE-RXN
R13133	RXN-22692
R00823	1.14.12.1-RXN
R03423	RXN-14112
R12591	RXN-20138
R01488	RXN0-5141
R02799	RXN-21136
R08693	RXN-9839
R00337	GDPMANMANHYDRO-RXN
R10061	RXN-13405
R06458	RXN-15103
R09488	RXN-12341
R03225	RXN-14300
R07864	RXN-1321
R01175	RXN-10696
R12289	RXN-18648
R03349	1.4.1.11-RXN
R07002	RXN-11663
R01999	RXNQT-4193
R02730	3.1.3.54-RXN
R01624	RXN66-637
R04239	PROTEIN-LYSINE-6-OXIDASE-RXN
R05421	RXN-20731
R01644	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
R01197	2-OXOGLUTARATE-SYNTHASE-RXN
R10246	RXN-11319
R06736	RXN-9295
R00875	RXN-11827
R10601	R282-RXN
R10673	RXN-13865
R01188	MYO-INOSITOL-3-O-METHYLTRANSFERASE-RXN
R04907	RXN-1401
R11792	RXN-11435
R10966	RXN-15417
R06541	RXN-9723
R12739	RXN-21844
R02208	RXN-4229
R00395	GLYCINE-N-ACYLTRANSFERASE-RXN
R00664	ORNITHINE-N-BENZOYLTRANSFERASE-RXN
R09961	RXN-5121
R03291	RXN66-546
R12453	RXN-20418
R12217	RXN0-7319
R09470	RXN-16553
R01348	RXN-16394
R03491	3.2.1.18-RXN
R01850	HYDROGEN-SULFIDE-S-ACETYLTRANSFERASE-RXN
R12929	RXN-22539
R12726	RXN-19481
R00034	RXN-19025
R03168	N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN
R11774	RXN-18552
R07758	RXN-20336
R04144	GLYRIBONUCSYN-RXN
R09304	RXN-23830
R07612	RXN-8666
R10298	RXN-14439
R02108	RXN-1823
R05901	2.4.1.146-RXN
R01706	RXN-12973
R03651	RXN-9386
R01614	RXN-87
R02858	MACROCIN-O-METHYLTRANSFERASE-RXN
R02111	RXN-1826
R12361	RXN-20125
R05554	URUR-RXN
R05110	GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN
R01010	ACID-PHOSPHATASE-RXN
R03224	RXN-17789
R06602	RXN-1981
R00238	RXN-14793
R01663	DCMP-DEAMINASE-RXN
R07158	RXN-23193
R10079	RXN-12893
R10953	RXN-13197
R09735	RXN-8348
R09496	RXN-11185
R02768	RXN-16615
R03134	2.5.1.51-RXN
R00452	D-LYSOPINE-DEHYDROGENASE-RXN
R01309	RXN-19311
R00904	AMINOBUTDEHYDROG-RXN
R03587	RXN-19657
R03345	DIMETHYLANILINE-N-OXIDE-ALDOLASE-RXN
R09734	RXN-11789
R10643	RXN-14936
R00936	RXN-22709
R03854	RXN-22998
R05925	2.4.2.26-RXN
R09721	RXN-11290
R02420	2.4.1.113-RXN
R10958	RXN-15403
R12165	RXN-19283
R01951	2.7.7.30-RXN
R04657	RXN-22238
R03901	ALLIIN-LYASE-RXN
R07935	RXN-9545
R00264	RXN-10715
R12250	RXN-14901
R00488	ASPARTOACYLASE-RXN
R01793	1.5.1.34-RXN
R00811	SUCROSEPHOSPHO-RXN
R11849	RXN-18889
R05444	RXN-17624
R13014	RXN-22675
R03438	RXN-15036
R03281	1.14.13.66-RXN
R12612	RXN-21318
R07158	RXN-21603
R03461	4.1.1.51-RXN
R12947	RXN-22527
R13027	RXN-22795
R07759	RXN-14493
R09631	RXN-11852
R03517	CHONDRO-4-SULFATASE-RXN
R01000	RXN-7572
R09954	RXN-14347
R00336	RXN0-6427
R00264	RXN-21863
R09779	RXN-5185
R10436	2.4.1.122-RXN
R09063	RXN-17445
R05839	PYRDAMPTRANS-RXN
R01351	RXN-15089
R03875	RXN-20652
R03697	RXN-23022
R09916	RXN-12326
R03637	TAXIFOLIN-8-MONOOXYGENASE-RXN
R04484	POLYSIALIC-ACID-O-ACETYLTRANSFERASE-RXN
R10455	RXN-11371
R00484	UREIDOSUCCINASE-RXN
R05168	NAG6PDEACET-RXN
R05875	RXN-14040
R01403	RXN-21662
R02543	RXN-20352
R01287	ACETYLHOMOSER-CYS-RXN
R05641	1.3.1.71-RXN
R00429	GTPPYPHOSKIN-RXN
R11711	RXN-13568
R10861	RXN-18853
R04987	2-OCTAPRENYLPHENOL-HYDROX-RXN
R04618	RXN-4320
R00879	3.2.1.80-RXN
R07767	RXN-14950
R03127	RXN-23713
R11787	RXN-18973
R03697	RXN-13064
R06134	RXN-21417
R05110	RXN-18278
R12580	RXN0-2281
R10470	RXN-14460
R00179	4.4.1.14-RXN
R11716	RXN-18589
R12289	RXN1UA-66
R06135	RXN-1781
R09782	RXN-11989
R01666	DEOXYCYTIDINE-KINASE-RXN
R01079	RIBOSE-1-DEHYDROGENASE-NADP+-RXN
R01403	RXN-16632
R04666	RXN-11210
R10232	RXN-13995
R07612	MANGANESE-PEROXIDASE-RXN
R02772	2.6.1.33-RXN
R00936	RXN-19329
R11950	RXN-10439
R00392	RXN-14131
R12797	RXN-20157
R06052	AMYLOSUCRASE-RXN
R03842	1.14.13.37-RXN
R05393	RXN-9856
R08056	GLUCARDEHYDRA-RXN
R11084	RXN-16278
R12169	RXN-13429
R00076	2.7.11.19-RXN
R10938	RXN0-5228
R08527	RXN66-511
R09283	RXN-13230
R11237	RXN-17377
R00782	RXNQT-4322
R06746	RXN-19069
R01100	RXN-12399
R09783	RXN-11998
R02053	RXN-23564
R10559	RXN-10741
R07159	1.2.7.6-RXN
R02163	1.6.99.5-RXN
R00921	PTAALT-RXN
R01291	RIBOSYLHOMOCYSTEINASE-RXN
R05980	RXN-18907
R10116	RXN-21622
R07226	RXN-7566
R11539	RXN-21335
R12459	RXN-20640
R12483	RXN-20747
R02754	4.1.2.20-RXN
R06519	RXN-11341
R09808	RXN-14137
R09672	RXN-11892
R02650	N-ACYLMANNOSAMINE-KINASE-RXN
R05397	RXN-9859
R07039	RXN-23032
R02738	TRANS-RXN-157
R09515	RXN-14052
R00857	GLYCPDIESTER-RXN
R00681	RXN-5423
R04907	RXN6666-4
R08661	RXNQT-4325
R10757	RXN-9217
R01101	3.2.1.47-RXN
R11207	RXN-16707
R03025	COENZYME-F420-HYDROGENASE-RXN
R01624	RXN1G-526
R11774	RXN-18569
R09811	RXN-12761
R00796	NITRATE-REDUCTASE-NADPH-RXN
R12283	RXN18HP-9
R02178	--MENTHOL-MONOOXYGENASE-RXN
R09556	RXN-11054
R01496	RXN-20369
R04638	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
R12665	RXN-20929
R03547	2.4.1.171-RXN
R01266	3.2.2.11-RXN
R00472	MALSYN-RXN
R09552	RXN-11454
R07234	RXN-11576
R09067	RXN1F-66
R06025	RXN-18247
R03796	OXIMINOTRANSFERASE-RXN
R01229	XANPRIBOSYLTRAN-RXN
R10999	RXN-16116
R03767	GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN
R04606	RXN-23219
R07483	RXN-20439
R00317	ACYLPHOSPHATASE-RXN
R04648	RXN-18296
R10063	RXN-13411
R01978	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
R08910	RXN-13218
R07266	RXN-8231
R04328	RXN-13686
R05977	RXN-12229
R10047	RXN-13325
R12642	RXN-19845
R04372	3.1.3.66-RXN
R00238	RXN-17778
R01505	DHBDEHYD-RXN
R04312	2.7.99.1-RXN
R11765	RXN-23855
R01150	DALADALALIG-RXN
R09119	RXN-4881
R08527	ARACHIDONATE-5-LIPOXYGENASE-RXN
R02822	RXN-23019
R00994	RXN-14986
R13028	RXN-22744
R07475	RXN-8813
R11257	RXN-16948
R01404	RXN-21639
R09067	RXN-7663
R04630	2.4.99.9-RXN
R11607	RXN-18379
R11146	RXN-17395
R04148	RXN-19299
R11172	RXN-15160
R11344	RXN-17641
R05828	1.14.13.91-RXN
R10576	RXN-14923
R05742	RXN-8369
R07230	1.97.1.11-RXN
R01404	RXN-21679
R12479	RXN-18923
R00237	CITRAMALYL-COA-LYASE-RXN
R01581	3.5.1.82-RXN
R09694	4.2.1.111-RXN
R00381	DNA-LIGASE-NAD+-RXN
R10522	RXN-14538
R11949	RXN-11911
R02855	RXN-11036
R07918	RXN-7597
R01698	1.8.1.4-RXN
R03862	RXN-17891
R02790	2.4.1.150-RXN
R00028	RXN0-5183
R04291	2.7.8.17-RXN
R00344	PYRUVATE-CARBOXYLASE-RXN
R00158	RXN-14074
R05261	RXN-17341
R02930	THEANINE-HYDROLASE-RXN
R06264	RXN-5472
R01437	VALINE-DECARBOXYLASE-RXN
R03870	BARBITURASE-RXN
R06464	RXN-15109
R06452	RXN-15058
R07356	RXN-4511
R04393	RXN-15085
R12525	RXN-18775
R07935	RXN-14797
R00083	RXN-17944
R11675	RXN-16834
R00238	RXN-10701
R11339	RXN-22814
R02934	NUCLEOSIDE-PHOSPHOTRANSFERASE-RXN
R07758	RXN-20385
R00374	1.4.99.5-RXN
R10331	RXN-16519
R02462	HEXADECANOL-DEHYDROGENASE-RXN
R11781	RXN-18608
R01175	RXN-16134
R03296	4-HYDROXYPROLINE-EPIMERASE-RXN
R09541	RXN0-6555
R02993	RXN-8757
R06153	RXN-18312
R03697	RXN66-598
R03105	MERCAPYSTRANS-RXN
R11950	RXN-10456
R11348	R307-RXN
R12778	RXN-20180
R09784	RXN-12538
R12534	RXN-19885
R10116	RXN-21655
R09997	RXN-8128
R00603	DICHLOROMETHANE-DEHALOGENASE-RXN
R05640	1.14.13.70-RXN
R00960	GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN
R03504	RXN-10857
R10473	RXN-12954
R04691	2.1.1.122-RXN
R10953	2.7.1.151-RXN
R12505	RXN-19380
R02040	3.5.1.55-RXN
R11913	RXN-18993
R05275	1.3.1.64-RXN
R01862	ARYL-ACYLAMIDASE-RXN
R10929	RXN-15003
R02111	RXN-14353
R12744	RXN-21849
R01006	3.1.4.48-RXN
R00390	RXN-21447
R04143	5-METHYLTHIORIBOSE-KINASE-RXN
R02445	RXN-7687
R01708	PYRIDOXINE-4-DEHYDROGENASE-RXN
R11763	RXN66-567
R12382	RXN-19702
R11145	RXN-17413
R12777	RXN-19448
R01778	RXN-16559
R07176	RXN-12019
R11926	RXN-18849
R04076	RXN-15177
R04588	2.3.1.49-RXN
R00443	RNA-URIDYLYLTRANSFERASE-RXN
R05403	TECH1REDHAL-RXN
R09843	RXN-10003
R09380	RXN-17017
R02242	2-ACYL2.3.1.15-RXN
R12290	RXN-18724
R13007	RXN-23120
R11797	RXN-18679
R05152	RXN-14156
R10870	4.2.2.19-RXN
R12086	RXN-12432
R10432	RXN-14558
R07265	RXN-4441
R10449	RXN-11358
R01489	RXN-8091
R05429	RXN-9877
R09067	RXN-21286
R00002	RXN-20190
R02533	RXN66-241
R00189	NAD-SYNTH-NH3-RXN
R10579	RXN-14092
R07759	RXN-20341
R05587	RXN-904
R01334	GPH-RXN
R04321	RXN-5781
R08619	RXNQT-4166
R11721	RXN-18593
R10175	RXN-11070
R01634	34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN
R00264	RXN-16656
R11229	RXN-16730
R06074	2.4.1.199-RXN
R01407	6.2.1.19-RXN
R08696	RXN-8574
R13124	RXN-23702
R05305	OHACYL-COA-DEHYDROG-RXN
R01326	MANNKIN-RXN
R05315	1.1.1.166-RXN
R12617	RXN-20727
R01135	ADENYLOSUCCINATE-SYNTHASE-RXN
R10994	RXN-20401
R00271	HOMOCITRATE-SYNTHASE-RXN
R03722	RXN-20166
R06683	RXN-14824
R10557	RXN-13642
R04238	RXN-12460
R03288	3.4.13.5-RXN
R01738	GLUCONATE-5-DEHYDROGENASE-RXN
R09543	RXN-11475
R10117	RXN-21671
R10129	RXN-13433
R06170	RXN-18264
R02170	PENICILLIN-AMIDASE-RXN
R00801	RXN-22587
R03438	RXN-16150
R00264	RXN-8775
R06847	RXN-20483
R01624	RXN66-626
R07864	RXN-23334
R00191	3.1.4.17-RXN
R01242	RXN-15589
R04066	IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN
R09497	RXN0-3501
R01403	RXN-16628
R12416	RXN-8326
R02053	RXN-23568
R06983	RXN-17884
R02768	RXN-21695
R08537	RXN-19910
R05305	RXN-17794
R09943	RXN-12977
R01811	RXN0-7390
R12346	RXN-19815
R07500	RXN-2541
R01431	RXN-11315
R04555	2.7.11.27-RXN
R03735	DECYLCITRATE-SYNTHASE-RXN
R04549	RXN2DNV-1
R01383	RXN-10607
R05774	R231-RXN
R12159	RXN-19396
R00162	2.7.11.10-RXN
R12528	RXN-21032
R09932	RXN-12898
R03907	1.14.99.21-RXN
R01503	RXN-15020
R09124	RXN-8099
R09638	RXN-11191
R03889	RXN-8831
R07761	RXN-7711
R09398	RXN-8078
R08948	2.5.1.67-RXN
R11619	RXN-18398
R05169	3.5.3.21-RXN
R09959	RXN0-5507
R12766	RXN-19465
R11508	RXN-17431
R04148	RXN-19316
R02268	RXN-23397
R00238	RXN-14394
R10116	RXN-21618
R04165	CORTICOSTEROID-SIDE-CHAIN-ISOMERASE-RXN
R03759	AMINOPROPDEHYDROG-RXN
R10339	RXN-15734
R07678	RXN-12486
R04027	RXN-10817
R10761	RXN-14941
R03348	QUINOPRIBOTRANS-RXN
R00474	2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN
R01242	RXN-11059
R01189	MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN
R04931	THIOL-S-METHYLTRANSFERASE-RXN
R06120	4.2.3.20-RXN
R04108	2.4.1.181-RXN
R01567	DURIDKI-RXN
R07136	RXN-13927
R00389	RXN-19192
R04907	RXN-9598
R04438	RFFTRANS-RXN
R01569	XMPXAN-RXN
R02632	2.8.2.26-RXN
R03423	RXN-14113
R01835	RXN-9840
R01244	ADENINE-DEAMINASE-RXN
R04658	RXN-22248
R06176	BETA-GLUCOSIDE-KINASE-RXN
R08518	RXN66-341
R04618	RXN-9700
R10685	RXNQT-4300
R11098	RXN-15127
R01077	RXN-16474
R08574	RXN-9296
R01403	RXN-21688
R09491	RXN-9292
R02112	RXN-12384
R00460	ORNITHINE-RACEMASE-RXN
R09517	RXN-10724
R07455	RXN-22831
R04703	1.5.3.12-RXN
R11674	RXN-16702
R08779	2.3.2.10-RXN
R11615	RXN-17211
R01495	RXN-7799
R09053	RXN-8792
R03178	4.1.1.75-RXN
R04772	METHIONINE-S-METHYLTRANSFERASE-RXN
R01624	RXN66-642
R12336	RXN-20209
R00162	2.7.12.2-RXN
R10335	RXN-14336
R09608	RXN-10567
R09669	RXN-11877
R00145	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
R02768	RXN-8391
R11258	RXN-17131
R02513	DIMETHYLARGININASE-RXN
R07204	1.14.13.95-RXN
R01486	R363-RXN
R00238	RXN-12565
R04519	RXN-11291
R01686	GLYCINE-AMIDINOTRANSFERASE-RXN
R02329	2.7.7.32-RXN
R00254	3.5.1.87-RXN
R12458	2.1.1.142-RXN
R08527	RXN66-504
R01485	ASPARTYLTRANSFERASE-RXN
R10116	RXN-21635
R03019	RXN-21179
R10574	RXN-15037
R04610	RXN-19010
R07446	RXN-775
R00211	PYRUVATE-OXIDASE-COA-ACETYLATING-RXN
R04576	5.2.1.10-RXN
R09936	RXN0-6444
R00033	THIAMIN-OXIDASE-RXN
R01096	RXN-14641
R12789	RXN-20309
R10338	RXN-12514
R08363	ADPREDUCT-RXN
R05833	RXN-4522
R02030	RXN-8141
R05138	2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN
R11954	RXN-18974
R10821	RXN-14175
R07303	RXN-21418
R07760	RXN-13001
R07476	4.4.1.19-RXN
R04549	RXN-20786
R01926	RXN-11376
R02229	CYCLOPENTANOL-DEHYDROGENASE-RXN
R01053	RIBOSE-5-PHOSPHATE--AMMONIA-LIGASE-RXN
R01404	RXN-21705
R11927	RXN-18612
R02444	NARINGENIN-3-DIOXYGENASE-RXN
R01838	RXN-21978
R11597	RXN-14132
R09877	RXN-20669
R02260	2-OXOALDEHYDE-DEHYDROGENASE-NADP+-RXN
R00913	GUANIDINOPROPIONASE-RXN
R05936	2.4.1.224-RXN
R11870	RXN-18977
R04216	RXN-16761
R10114	RXN-13587
R11396	RXN-16748
R04560	AICARTRANSFORM-RXN
R02311	4.6.1.11-RXN
R12778	RXN-20184
R10655	RXN-14843
R01624	RXN-21720
R01522	GLUCOSE-OXIDASE-RXN
R10757	RXN-9365
R11763	RXN-12264
R02324	RIBOSYLNICOTINAMIDE-KINASE-RXN
R08717	RXN-23719
R10809	3.2.1.163-RXN
R07812	3.1.6.13-RXN
R07419	RXN0-3942
R09808	RXN-14138
R03806	RXN1F-168
R01778	1.1.1.211-RXN
R01241	RXN-20743
R03515	3.1.3.52-RXN
R01654	RXN-6341
R00705	1.2.1.27-RXN
R01404	RXN-9526
R08661	RXNQT-4326
R01101	RXN-11501
R00351	RXN-21228
R11874	RXN-8106
R05777	3.6.1.52-RXN
R03123	RXN-17678
R02036	PGLUCONDEHYDRAT-RXN
R10321	RXN-14413
R03885	1-METHYLADENOSINE-NUCLEOSIDASE-RXN
R01408	CYANIDE-HYDRATASE-RXN
R12657	RXN-11758
R12668	RXN-20930
R04162	RXN-20514
R09876	RXN-11455
R10117	RXN-21651
R00159	THYMIDINE-TRIPHOSPHATASE-RXN
R00265	OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN
R01228	INOSINEKIN-RXN
R11915	RXN-19211
R11643	RXN-9617
R11108	RXN-17167
R01370	HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN
R09736	ADOMET-DMK-METHYLTRANSFER-RXN
R04931	RXN-13726
R02476	RXN-13688
R06687	RXN-14828
R04469	RXN-1225
R11540	RXN-17825
R02130	RXN66-358
R11765	RXN-23856
R00022	RXN-22591
R10247	THIAZOLSYN2-RXN
R08058	RXN-2882
R00259	N-ACETYLTRANSFER-RXN
R10643	RXN0-3601
R09597	RXN-1961
R07706	RXN-8814
R02294	DEOXYINOPHOSPHOR-RXN
R11621	RXN-18380
R00082	CYTOCHROME-C-OXIDASE-RXN
R09544	RXN-23378
R05270	RXN-12918
R09958	METHYLMALONYL-COA-DECARBOXYLASE-RXN
R01461	RXN-20225
R10926	RXN-8372
R05741	1.14.99.34-RXN
